"statcode","STATDISPID","TITLE","CYCLE","SURVEY_DATE","UPDATED_DATE"
"00450032","0003353773","国民医療費・人口一人当たり国民医療費・対国内総生産比率・対国民所得比率，年次別","年度次",,"2022-03-01"
"00450032","0003423373","国民医療費・人口一人当たり国民医療費・対国内総生産比率・対国民所得比率，年次別","年度次",,"2022-03-01"
"00450032","0003423374","国民医療費・人口一人当たり国民医療費・対国内総生産比率・対国民所得比率，年次別","年度次",,"2022-03-01"
"00450032","0003446578","国民医療費・人口一人当たり国民医療費・対国内総生産比率・対国民所得比率，年次別","年度次",,"2022-03-01"
"00450032","0004003440","国民医療費・人口一人当たり国民医療費・対国内総生産比率・対国民所得比率，年次別","年度次",,"2023-03-23"
"00450032","0004011920","国民医療費・人口一人当たり国民医療費・対国内総生産比率・対国民所得比率，年次別","年度次",,"2024-02-29"
"00450032","0003378213","医科診療医療費・構成割合・人口一人当たり医科診療医療費，年次・入院－入院外・年齢階級別","年度次",,"2024-02-29"
"00450032","0003353923","歯科診療医療費・構成割合・人口一人当たり歯科診療医療費，年次・年齢階級別","年度次",,"2024-02-29"
"00450032","0003355133","薬局調剤医療費・構成割合・人口一人当たり薬局調剤医療費，年次・年齢階級別","年度次",,"2024-02-29"
"00450032","0003353792","医科診療医療費及び構成割合，入院－入院外・年齢階級・傷病分類・年次別","年度次",,"2024-02-29"
"00450032","0003355135","医科診療医療費及び構成割合，入院－入院外・年齢階級・傷病分類・性別","年度次",,"2024-02-29"
"00450032","0003356095","国民医療費・人口一人当たり国民医療費，診療種類・都道府県別","年度次",,"2024-02-29"
"00450032","0003356115","国民医療費・構成割合，診療種類・制度区分別","年度次",,"2024-02-29"
"00450032","0003353790","国民医療費及び構成割合，年次・制度区分別","年度次",,"2024-02-29"
"00450032","0003353850","国民医療費及び構成割合，財源・年次別","年度次",,"2024-02-29"
"00450032","0003356093","国民医療費・構成割合，年次・診療種類別","年度次",,"2024-02-29"
"00450032","0003356094","国民医療費・構成割合・人口一人当たり国民医療費，診療種類・性・年齢階級別","年度次",,"2024-02-29"
"00450032","0003378212","国民医療費・構成割合・人口一人当たり国民医療費，年次・年齢階級別","年度次",,"2024-02-29"
