"statcode","STATDISPID","TITLE","CYCLE","SURVEY_DATE","UPDATED_DATE"
"00600320","0003422033","調査結果の概要 一般船舶に乗り組む船員の用途・内外航別、トン数階層別現金給与額　（１人１か月平均）","年次",0,"2023-04-04"
"00600320","0003129541","調査結果の概要 一般船舶に乗り組む船員の現金給与額等の動き 平均稼働日数","年次",0,"2023-04-04"
"00600320","0003129562","調査結果の概要 一般船舶に乗り組む船員の現金給与額等の動き 上昇率(平均給与額)","年次",0,"2023-04-04"
"00600320","0003129579","調査結果の概要 一般船舶に乗り組む船員の現金給与額等の動き 平均給与額","年次",0,"2023-04-04"
"00600320","0003129593","調査結果の概要 一般船舶に乗り組む船員の現金給与額等の動き 上昇率(平均稼働日数)","年次",0,"2023-04-04"
"00600320","0003129542","調査結果の概要 一般船舶に乗り組む船員の月間総労働時間、年間取得休日数の動き 平均労働時間 1990年","年次",0,"2023-04-04"
"00600320","0003129543","調査結果の概要 一般船舶に乗り組む船員の月間総労働時間、年間取得休日数の動き 上昇率(平均労働時間) 1995年、1998年～2006年","年次",0,"2023-04-04"
"00600320","0003129563","調査結果の概要 一般船舶に乗り組む船員の月間総労働時間、年間取得休日数の動き 平均労働時間 1995年、1998年～2006年","年次",0,"2023-04-04"
"00600320","0003129564","調査結果の概要 一般船舶に乗り組む船員の月間総労働時間、年間取得休日数の動き 上昇率(平均労働時間) 2007年～","年次",0,"2023-04-04"
"00600320","0003129580","調査結果の概要 一般船舶に乗り組む船員の月間総労働時間、年間取得休日数の動き 平均労働時間 1980年、1985年","年次",0,"2023-04-04"
"00600320","0003129581","調査結果の概要 一般船舶に乗り組む船員の月間総労働時間、年間取得休日数の動き 上昇率(平均労働時間) 1985年、1990年","年次",0,"2023-04-04"
"00600320","0003129594","調査結果の概要 一般船舶に乗り組む船員の月間総労働時間、年間取得休日数の動き 平均労働時間 2007年～","年次",0,"2023-04-04"
"00600320","0003129566","統計表 一般船舶に乗り組む船員の年齢階層別１人１か月平均報酬等 ６月の月間総労働時間及び報酬等について","年次",0,"2023-04-04"
"00600320","0003129597","統計表 一般船舶に乗り組む船員の年齢階層別１人１か月平均報酬等 昨年一年間（１月～１２月）の総労働時間等について","年次",0,"2023-04-04"
"00600320","0003422333","統計表 一般船舶に乗り組む船員の年齢階層別１人１か月平均報酬等 ６月の月間総労働時間及び報酬等について 2019年～","年次",0,"2023-04-04"
"00600320","0003422353","統計表 一般船舶に乗り組む船員の年齢階層別１人１か月平均報酬等 昨年一年間（１月～１２月）の総労働時間等について 2019年～","年次",0,"2023-04-04"
"00600320","0003129584","統計表 一般船舶に乗り組む船員の年齢階層・経験年数階層別平均定期払いを要する報酬額","年次",0,"2023-04-04"
"00600320","0003422853","統計表 一般船舶に乗り組む船員の年齢階層・経験年数階層別平均定期払いを要する報酬額 2019年～","年次",0,"2023-04-04"
"00600320","0003129546","統計表 一般船舶に乗り組む船員の年齢階層・経験年数階層別船員数","年次",0,"2023-04-04"
"00600320","0003422657","統計表 一般船舶に乗り組む船員の年齢階層・経験年数階層別船員数 2019年～","年次",0,"2023-04-04"
"00600320","0003129567","統計表 一般船舶に乗り組む船員の報酬額階層・総労働時間階層別船員数","年次",0,"2023-04-04"
"00600320","0003422834","統計表 一般船舶に乗り組む船員の報酬額階層・総労働時間階層別船員数 2019年～","年次",0,"2023-04-04"
"00600320","0003129544","調査結果の概要 陸上労働者のきまって支給する給与との比較 賃金指数 2005年基準","年次",0,"2023-04-04"
"00600320","0003129565","調査結果の概要 陸上労働者のきまって支給する給与との比較 賃金指数 2010年基準","年次",0,"2023-04-04"
"00600320","0003129582","調査結果の概要 陸上労働者のきまって支給する給与との比較 上昇率","年次",0,"2023-04-04"
"00600320","0003129595","調査結果の概要 陸上労働者のきまって支給する給与との比較 平均給与額","年次",0,"2023-04-04"
"00600320","0003422073","調査結果の概要 陸上労働者のきまって支給する給与との比較 賃金指数 2015年基準","年次",0,"2023-04-04"
"00600320","0003446318","調査結果の概要 陸上労働者のきまって支給する給与との比較 賃金指数 2020年基準","年次",0,"2023-04-04"
"00600320","0003129545","統計表 一般船舶に乗り組む船長及び職員・部員別、トン数階層別１人1か月平均報酬等 昨年一年間（１月～１２月）の総労働時間等について 2007年～","年次",0,"2023-04-04"
"00600320","0003129583","統計表 一般船舶に乗り組む船長及び職員・部員別、トン数階層別１人1か月平均報酬等 ６月の月間総労働時間及び報酬等について 2007年～","年次",0,"2023-04-04"
"00600320","0003129596","統計表 一般船舶に乗り組む船長及び職員・部員別、トン数階層別１人1か月平均報酬等 ６月の月間総労働時間及び報酬等について 2006年","年次",0,"2023-04-04"
"00600320","0003129598","統計表 特殊船に乗り組む船長及び職員・部員別、トン数階層別１人１か月平均報酬等","年次",0,"2023-04-04"
"00600320","0003422074","統計表 一般船舶に乗り組む船長及び職員・部員別、トン数階層別１人1か月平均報酬等 調査船舶隻数、調査船舶総トン数、平均稼動日数","年次",0,"2023-04-04"
"00600320","0003422835","統計表 一般船舶に乗り組む船長及び職員・部員別、トン数階層別１人1か月平均報酬等 ６月の月間総労働時間及び報酬等について 2019年～","年次",0,"2023-04-04"
"00600320","0003422836","統計表 一般船舶に乗り組む船長及び職員・部員別、トン数階層別１人1か月平均報酬等 昨年一年間（１月～１２月）の総労働時間等について 2019年～","年次",0,"2023-04-04"
