"statcode","STATDISPID","TITLE","CYCLE","SURVEY_DATE","UPDATED_DATE"
"00400601","0003280296","個別事項 図書館・室の職員　職務内容別内訳（調査年度5月1日時点）","-","201704-201803","2020-12-04"
"00400601","0003280363","個別事項 図書館・室の職員　資格別内訳（調査年度5月1日時点）","-","201704-201803","2020-12-04"
"00400601","0003280379","個別事項 電子図書館的機能　電子的サービス（調査前年度実績）","-","201704-201803","2020-12-04"
"00400601","0003280664","個別事項 電子図書館的機能　資料のデジタル化（調査前年度実績）","-","201704-201803","2020-12-04"
"00400601","0003280380","個別事項 機関リポジトリ　構築状況（調査前年度末時点）","-","201704-201803","2020-12-04"
"00400601","0003280665","個別事項 機関リポジトリ　コンテンツ登録の義務化（調査前年度末時点）","-","201704-201803","2020-12-04"
"00400601","0003280666","個別事項 機関リポジトリ　登録義務化の対象コンテンツ、コンテンツ数（調査前年度末時点）","-","201704-201803","2020-12-04"
"00400601","0003280667","個別事項 機関リポジトリ　コンテンツ重点収集方針、利用状況、コンテンツ収集における工夫（調査前年度末時点）","-","201704-201803","2020-12-04"
"00400601","0003280381","個別事項 アクティブ・ラーニング・スペース　設置状況（調査年度5月1日時点）","-","201704-201803","2020-12-04"
"00400601","0003280703","個別事項 アクティブ・ラーニング・スペース　用途、提供するサービス（調査年度5月1日時点）","-","201704-201803","2020-12-04"
"00400601","0003280705","個別事項 アクティブ・ラーニング・スペース　運営体制（調査年度5月1日時点）","-","201704-201803","2020-12-04"
"00400601","0003280382","個別事項 課題　組織・運営面（調査年度5月1日時点）","-","201704-201803","2020-12-04"
"00400601","0003280383","個別事項 課題　経費・設備面（調査年度5月1日時点）","-","201704-201803","2020-12-04"
"00400601","0003280384","個別事項 課題　機能面（調査年度5月1日時点）","-","201704-201803","2020-12-04"
"00400601","0003280385","個別事項 課題　外国雑誌及び電子ジャーナル（調査年度5月1日時点）","-","201704-201803","2020-12-04"
"00400601","0003280386","個別事項 課題　機関リポジトリ（調査年度5月1日時点）","-","201704-201803","2020-12-04"
"00400601","0003280364","個別事項 施設・設備　面積・閲覧座席数（調査年度5月1日時点）","-","201704-201803","2020-12-04"
"00400601","0003280387","個別事項 施設・設備　書架収容力（調査年度5月1日時点）","-","201704-201803","2020-12-04"
"00400601","0003280388","個別事項 施設・設備　図書館利用者用端末台数（調査年度5月1日時点）","-","201704-201803","2020-12-04"
"00400601","0003280365","個別事項 蔵書数　印刷物の蔵書数（調査前年度末時点）","-","201704-201803","2020-12-04"
"00400601","0003280389","個別事項 蔵書数　電子情報資源の利用可能種類数、マイクロ資料の所蔵数、視聴覚資料所蔵数（調査前年度末時点）","-","201704-201803","2020-12-04"
"00400601","0003280366","個別事項 図書・雑誌受入数（調査前年度実績）","-","201704-201803","2020-12-04"
"00400601","0003280368","個別事項 サービス状況　開館状況（2016年度～）（調査前年度実績）","-","201704-201803","2020-12-04"
"00400601","0003280369","個別事項 サービス状況　時間外開館状況（2016年度～）（調査前年度実績）","-","201704-201803","2020-12-04"
"00400601","0003280370","個別事項 サービス状況　館外貸出サービス（調査前年度実績）","-","201704-201803","2020-12-04"
